Open,Minimum,Maximum,Close,Date,Position
"1,184,710","1,179,940","1,189,470",1187010,7/24/2015,Low
"1,189,470","1,186,090","1,192,850",1192540,7/31/2015,High
"1,195,000","1,191,620","1,198,380",1196230,8/7/2015,High
"1,197,770","1,187,010","1,208,530",1206690,7/10/2015,Low
"1,214,990","1,209,760","1,220,210",1210370,8/14/2015,High
"1,221,450","1,216,220","1,226,670",1216830,7/3/2015,Low
"1,225,400","1,221,400","1,229,400",1226400,11/20/2015,Low
"1,227,590","1,225,440","1,229,740",1225440,11/22/2015,Low
"1,231,435","1,227,590","1,232,510",1230360,11/21/2015,High
"1,231,590","1,227,280","1,233,740",1229440,11/17/2015,Low
"1,231,600","1,226,100","1,237,100",1232800,11/27/2015,Low
"1,233,130","1,233,130","1,233,130",1233130,11/23/2015,High
"1,233,130","1,229,130","1,237,120",1234970,6/26/2015,Low
"1,233,585","1,230,670","1,233,740",1233430,11/18/2015,High
"1,235,130","1,231,280","1,238,970",1237430,11/7/2014,Low
"1,235,900","1,232,820","1,238,970",1238970,6/19/2015,Low
"1,236,355","1,234,360","1,237,740",1234970,11/24/2015,High
"1,237,275","1,234,360","1,237,430",1237120,11/29/2015,Low
"1,237,450","1,235,000","1,239,900",1239000,11/6/2015,Low
"1,238,040","1,235,890","1,238,040",1238040,11/25/2015,High
"1,238,045","1,236,200","1,239,580",1236510,12/2/2015,Low
"1,238,660","1,237,740","1,238,660",1238660,11/28/2015,High
"1,241,120","1,238,350","1,243,890",1242960,9/11/2015,Low
"1,241,735","1,239,890","1,242,040",1241430,11/7/2015,High
"1,242,345","1,238,350","1,245,420",1239270,12/14/2015,Low
"1,242,345","1,241,730","1,242,960",1241730,11/11/2015,Low
"1,243,580","1,243,580","1,243,580",1243580,11/12/2015,High
"1,244,350","1,242,040","1,246,650",1242040,10/31/2014,Low
"1,244,500","1,241,730","1,246,040",1242960,11/10/2015,Low
"1,245,270","1,241,120","1,249,420",1242040,8/28/2015,Low
"1,245,880","1,240,500","1,251,260",1240500,6/12/2015,Low
"1,246,040","1,242,040","1,246,040",1246040,11/8/2015,High
"1,246,200","1,244,500","1,247,900",1246300,12/18/2015,Low
"1,246,495","1,242,960","1,248,800",1244190,11/9/2015,Low
"1,246,650","1,241,120","1,246,650",1246650,11/30/2015,High
"1,246,660","1,238,970","1,254,340",1238970,3/13/2015,Low
"1,246,800","1,243,600","1,250,000",1248500,11/13/2015,High
"1,247,420","1,245,420","1,248,800",1246040,11/14/2015,Low
"1,247,430","1,245,120","1,249,730",1248190,11/14/2014,High
"1,248,190","1,241,730","1,248,800",1247580,12/15/2015,High
"1,248,190","1,246,650","1,249,730",1248190,11/21/2014,No Change
"1,248,200","1,239,300","1,257,100",1240500,1/15/2016,Low
"1,248,340","1,246,650","1,248,800",1247880,12/16/2015,High
"1,248,495","1,245,420","1,251,570",1245420,1/18/2016,Low
"1,249,265","1,247,580","1,249,730",1248800,12/19/2015,High
"1,250,035","1,247,270","1,251,570",1248500,12/13/2015,Low
"1,250,650","1,247,880","1,253,420",1253420,9/4/2015,High
"1,251,450","1,247,900","1,255,000",1251000,12/4/2015,High
"1,252,490","1,250,030","1,254,950",1251570,9/18/2015,High
"1,252,650","1,251,260","1,253,420",1251880,12/12/2015,Low
"1,254,185","1,251,260","1,254,650",1253720,12/7/2015,Low
"1,254,950","1,251,260","1,258,640",1257410,9/25/2015,High
"1,255,110","1,251,260","1,258,950",1251260,6/5/2015,Low
"1,255,110","1,249,730","1,260,490",1251260,9/19/2014,Low
"1,255,260","1,249,110","1,255,260",1255260,12/20/2015,High
"1,255,570","1,252,490","1,256,490",1254650,12/8/2015,High
"1,255,720","1,249,730","1,259,870",1251570,1/17/2016,Low
"1,256,030","1,250,960","1,256,800",1255260,12/5/2015,High
"1,257,105","1,255,880","1,258,030",1256180,12/6/2015,High
"1,258,950","1,246,650","1,258,950",1258950,1/19/2016,High
"1,260,490","1,245,730","1,264,180",1256800,1/16/2016,High
"1,261,260","1,257,410","1,265,100",1258030,10/2/2015,High
"1,262,175","1,257,720","1,263,560",1260790,12/21/2015,High
"1,262,800","1,260,490","1,265,100",1263560,10/3/2014,Low
"1,263,560","1,259,870","1,263,560",1263560,1/20/2016,High
"1,265,100","1,262,020","1,268,170",1262020,9/12/2014,Low
"1,265,865","1,257,410","1,266,020",1265710,12/22/2015,High
"1,266,500","1,261,700","1,271,300",1268800,1/22/2016,High
"1,268,480","1,267,560","1,269,400",1267560,1/23/2016,Low
"1,268,480","1,263,560","1,273,400",1263560,1/13/2016,Low
"1,269,710","1,268,170","1,271,250",1268170,5/29/2015,Low
"1,270,480","1,252,800","1,288,160",1283540,4/3/2015,Low
"1,270,480","1,262,020","1,278,930",1278930,9/26/2014,High
"1,270,500","1,268,200","1,272,800",1271300,1/1/2016,Low
"1,271,245","1,264,480","1,272,780",1269710,1/12/2016,Low
"1,271,250","1,268,170","1,274,320",1268170,10/24/2014,Low
"1,272,170","1,269,400","1,274,940",1274630,10/30/2015,Low
"1,272,630","1,267,560","1,273,090",1272170,12/23/2015,High
"1,273,090","1,263,250","1,282,930",1282930,8/21/2015,High
"1,273,095","1,271,860","1,273,710",1272480,1/2/2016,High
"1,273,245","1,271,560","1,274,630",1271860,12/29/2015,Low
"1,273,705","1,272,170","1,274,010",1273400,12/30/2015,High
"1,274,330","1,271,250","1,277,400",1272780,5/22/2015,Low
"1,275,860","1,272,780","1,278,930",1278930,8/22/2014,Low
"1,277,400","1,271,300","1,283,500",1282000,12/25/2015,High
"1,278,165","1,266,940","1,278,930",1277400,1/24/2016,High
"1,278,470","1,272,480","1,284,160",1272780,12/27/2015,Low
"1,280,010","1,276,780","1,282,320",1277700,1/11/2016,Low
"1,281,240","1,271,250","1,291,230",1288160,11/28/2014,High
"1,281,240","1,280,470","1,282,010",1280470,9/10/2014,Low
"1,281,860","1,279,240","1,284,470",1279240,10/9/2015,High
"1,282,010","1,278,930","1,285,080",1280470,5/8/2015,Low
"1,282,010","1,280,470","1,283,540",1280470,10/17/2014,Low
"1,284,320","1,282,010","1,286,620",1285080,8/23/2014,High
"1,284,620","1,282,320","1,285,390",1283850,1/4/2016,Low
"1,284,900","1,282,600","1,287,200",1283500,1/29/2016,Low
"1,285,235","1,281,700","1,286,620",1283850,12/26/2015,High
"1,285,390","1,282,620","1,288,160",1283240,10/16/2015,High
"1,286,140","1,282,600","1,289,670",1287830,6/7/2014,Low
"1,286,465","1,275,240","1,287,230",1285700,1/3/2016,High
"1,288,620","1,283,550","1,289,080",1288160,1/30/2016,High
"1,288,930","1,282,010","1,295,840",1282010,10/10/2014,High
"1,288,930","1,286,620","1,291,230",1286620,9/5/2014,Low
"1,289,210","1,284,750","1,293,670",1284750,6/8/2014,Low
"1,292,140","1,290,290","1,293,980",1293980,8/1/2014,Low
"1,292,460","1,287,230","1,295,840",1289080,1/27/2016,Low
"1,292,615","1,286,620","1,293,380",1291850,1/5/2016,High
"1,292,770","1,289,690","1,295,840",1292770,4/24/2015,Low
"1,292,770","1,292,770","1,292,770",1292770,3/27/2015,High
"1,294,300","1,294,300","1,294,300",1294300,5/1/2015,High
"1,294,310","1,291,540","1,294,310",1294310,1/6/2016,High
"1,295,840","1,294,300","1,297,380",1297380,8/29/2014,High
"1,295,840","1,294,300","1,297,380",1294300,8/15/2014,Low
"1,295,995","1,292,770","1,297,380",1294610,2/1/2016,Low
"1,296,165","1,294,920","1,297,100",1295230,2/2/2016,High
"1,296,610","1,294,300","1,298,920",1295840,12/5/2014,High
"1,296,750","1,294,290","1,299,210",1295520,7/4/2014,Low
"1,296,910","1,295,520","1,298,290",1298290,7/25/2014,Low
"1,297,070","1,291,850","1,297,070",1297070,1/31/2016,High
"1,297,075","1,290,000","1,303,530",1290620,1/26/2016,Low
"1,297,380","1,279,860","1,297,380",1297380,1/25/2016,High
"1,298,920","1,294,300","1,303,530",1301990,3/6/2015,Low
"1,301,070","1,292,150","1,307,530",1294610,1/10/2016,Low
"1,301,830","1,297,370","1,306,290",1297670,6/6/2014,No Change
"1,302,600","1,298,910","1,306,290",1304750,6/1/2014,Low
"1,303,520","1,298,600","1,308,440",1306600,8/8/2014,High
"1,304,140","1,297,060","1,311,210",1309980,5/28/2014,Low
"1,304,450","1,302,290","1,306,600",1303830,5/30/2014,No Change
"1,304,760","1,300,450","1,305,070",1304450,2/3/2016,High
"1,304,910","1,303,830","1,305,980",1305980,5/31/2014,High
"1,305,400","1,298,000","1,312,800",1311500,1/8/2016,High
"1,305,990","1,300,140","1,311,830",1302290,6/13/2014,High
"1,306,450","1,304,750","1,308,140",1304750,6/2/2014,No Change
"1,309,060","1,309,060","1,309,060",1309060,2/4/2016,High
"1,309,060","1,305,670","1,312,440",1312440,7/11/2014,High
"1,310,135","1,308,450","1,310,290",1309980,1/9/2016,Low
"1,312,760","1,309,680","1,315,830",1315830,4/17/2015,Low
"1,318,140","1,309,680","1,326,590",1325050,4/10/2015,High
"1,318,300","1,314,910","1,321,680",1316450,5/27/2014,Low
"1,318,900","1,314,290","1,323,510",1318900,2/20/2015,Low
"1,321,355","1,318,590","1,321,970",1320740,2/9/2016,Low
"1,325,050","1,320,740","1,327,510",1322590,2/8/2016,Low
"1,326,585","1,317,980","1,333,040",1320130,2/6/2016,Low
"1,328,895","1,309,370","1,330,280",1327510,2/7/2016,High
"1,330,140","1,326,910","1,333,370",1330910,6/20/2014,High
"1,331,045","1,311,210","1,333,660",1328430,2/15/2016,High
"1,331,050","1,326,300","1,335,800",1331500,2/5/2016,High
"1,331,200","1,326,590","1,335,810",1335810,1/2/2015,Low
"1,332,580","1,317,360","1,332,730",1332430,2/16/2016,High
"1,332,735","1,328,740","1,336,730",1328740,2/17/2016,Low
"1,333,200","1,329,050","1,337,350",1329050,2/21/2016,Low
"1,335,040","1,329,660","1,340,420",1329660,2/6/2015,Low
"1,335,195","1,325,050","1,345,030",1325360,2/14/2016,Low
"1,338,120","1,335,810","1,340,420",1340420,2/27/2015,High
"1,339,200","1,334,000","1,344,400",1335500,2/19/2016,High
"1,340,760","1,335,220","1,346,300",1341680,5/19/2014,Low
"1,341,220","1,339,520","1,342,910",1341680,5/23/2014,No Change
"1,341,380","1,339,220","1,343,530",1342290,5/25/2014,High
"1,343,370","1,340,140","1,346,600",1346600,5/21/2014,High
"1,343,805","1,341,340","1,345,340",1342270,2/20/2016,High
"1,343,990","1,333,370","1,354,600",1333370,5/9/2014,Low
"1,345,680","1,343,220","1,348,140",1344760,5/20/2014,High
"1,346,720","1,334,270","1,347,490",1345950,2/22/2016,High
"1,349,640","1,345,030","1,354,250",1348110,12/19/2014,High
"1,351,180","1,346,570","1,355,790",1351180,2/13/2015,High
"1,351,380","1,350,300","1,352,450",1350300,5/18/2014,Low
"1,351,950","1,349,640","1,354,250",1354250,12/26/2014,High
"1,352,410","1,345,950","1,353,640",1351180,5/29/2016,Low
"1,352,720","1,349,640","1,355,790",1355790,1/9/2015,High
"1,353,030","1,350,260","1,354,260",1351800,5/30/2016,High
"1,354,250","1,347,500","1,361,000",1357940,5/27/2016,Low
"1,354,560","1,351,180","1,357,940",1351180,5/31/2016,Low
"1,354,715","1,350,870","1,357,330",1352100,2/27/2016,Low
"1,356,550","1,352,400","1,360,700",1356400,2/26/2016,Low
"1,356,720","1,353,030","1,360,400",1354250,5/28/2016,Low
"1,356,910","1,342,910","1,370,910",1357070,5/16/2014,High
"1,357,020","1,353,640","1,357,020",1357020,6/1/2016,High
"1,358,560","1,353,330","1,362,860",1354260,5/24/2016,Low
"1,359,790","1,353,030","1,363,480",1356100,2/13/2016,Low
"1,361,015","1,352,720","1,361,630",1360400,2/28/2016,High
"1,364,095","1,361,020","1,365,940",1362250,6/6/2016,Low
"1,364,245","1,360,400","1,364,400",1364090,5/25/2016,High
"1,364,865","1,362,250","1,367,170",1362560,3/15/2016,Low
"1,365,475","1,360,400","1,368,090",1362860,2/24/2016,Low
"1,366,400","1,360,400","1,372,400",1363200,2/12/2016,High
"1,366,555","1,364,090","1,368,090",1365020,3/2/2016,Low
"1,367,170","1,360,710","1,368,090",1366250,3/1/2016,High
"1,367,325","1,362,250","1,369,630",1365020,2/29/2016,High
"1,368,550","1,363,800","1,373,300",1372400,5/20/2016,Low
"1,368,855","1,364,090","1,372,390",1365320,6/5/2016,Low
"1,369,250","1,366,600","1,371,900",1368700,3/25/2016,Low
"1,369,780","1,365,020","1,374,240",1365320,3/14/2016,Low
"1,370,545","1,346,880","1,371,160",1369930,2/23/2016,High
"1,371,160","1,370,550","1,371,160",1371160,3/26/2016,High
"1,373,165","1,371,470","1,374,240",1372090,5/23/2016,Low
"1,374,395","1,374,240","1,374,550",1374240,3/23/2016,Low
"1,374,545","1,373,620","1,375,470",1373620,5/22/2016,High
"1,374,550","1,369,600","1,379,500",1378200,3/11/2016,High
"1,375,775","1,372,700","1,377,310",1374240,3/8/2016,Low
"1,375,780","1,370,550","1,375,780",1375780,3/9/2016,High
"1,376,235","1,372,700","1,379,770",1372700,6/4/2016,High
"1,376,545","1,376,080","1,376,700",1376390,6/8/2016,High
"1,376,550","1,373,600","1,379,500",1375800,3/4/2016,High
"1,376,695","1,373,010","1,377,310",1376080,3/27/2016,High
"1,378,650","1,377,800","1,379,500",1379300,3/18/2016,Low
"1,379,005","1,375,160","1,380,080",1377930,3/5/2016,High
"1,379,155","1,373,620","1,382,230",1376080,5/18/2016,Low
"1,379,465","1,377,930","1,381,000",1377930,3/13/2016,Low
"1,380,230","1,371,160","1,380,690",1379770,3/16/2016,High
"1,381,160","1,371,160","1,391,150",1378850,1/16/2015,High
"1,381,305","1,380,390","1,381,920",1380690,3/7/2016,No Change
"1,381,460","1,378,850","1,382,230",1380690,3/6/2016,High
"1,381,620","1,376,390","1,381,620",1381620,3/28/2016,High
"1,386,700","1,383,500","1,389,900",1389300,4/22/2016,Low
"1,389,150","1,381,300","1,397,000",1393000,4/1/2016,High
"1,389,765","1,377,010","1,391,150",1388380,4/3/2016,Low
"1,389,770","1,387,770","1,391,760",1389920,6/10/2016,High
"1,390,225","1,387,150","1,392,070",1388380,6/11/2016,Low
"1,390,610","1,380,140","1,401,070",1398610,5/2/2014,Low
"1,391,915","1,388,380","1,392,680",1391150,4/24/2016,Low
"1,392,375","1,389,610","1,392,990",1391760,4/2/2016,Low
"1,392,530","1,390,530","1,393,300",1391760,4/23/2016,High
"1,392,990","1,392,990","1,392,990",1392990,3/30/2016,No Change
"1,392,990","1,388,070","1,392,990",1392990,3/29/2016,High
"1,393,455","1,389,920","1,393,610",1393300,4/25/2016,High
"1,393,910","1,390,230","1,395,140",1392680,5/17/2016,No Change
"1,395,145","1,389,000","1,399,760",1390530,4/5/2016,Low
"1,395,295","1,390,530","1,397,910",1392680,5/16/2016,Low
"1,395,455","1,392,070","1,397,300",1393610,6/21/2016,Low
"1,397,295","1,392,680","1,401,910",1392680,4/17/2016,Low
"1,397,910","1,388,690","1,397,910",1397910,6/12/2016,High
"1,398,050","1,394,500","1,401,600",1397000,5/13/2016,Low
"1,398,375","1,395,760","1,399,450",1397300,5/14/2016,High
"1,398,525","1,394,220","1,402,830",1394220,6/20/2016,Low
"1,398,525","1,391,760","1,398,830",1398220,6/13/2016,High
"1,398,835","1,396,370","1,399,450",1398220,6/14/2016,No Change
"1,398,840","1,397,300","1,400,370",1398830,1/30/2015,Low
"1,399,295","1,394,220","1,400,990",1397600,4/26/2016,High
"1,400,220","1,397,600","1,402,220",1398220,4/16/2016,Low
"1,400,800","1,398,500","1,403,100",1398800,4/15/2016,Low
"1,401,140","1,394,530","1,402,220",1400060,4/19/2016,Low
"1,402,370","1,400,060","1,404,060",1400680,6/19/2016,Low
"1,402,525","1,398,220","1,403,450",1401600,4/27/2016,High
"1,402,830","1,402,830","1,402,830",1402830,4/6/2016,High
"1,403,135","1,394,220","1,403,750",1402520,4/18/2016,High
"1,403,600","1,398,830","1,405,600",1401600,5/15/2016,High
"1,404,365","1,391,760","1,404,980",1403750,4/4/2016,High
"1,405,135","1,402,830","1,406,520",1403750,5/11/2016,Low
"1,405,450","1,402,800","1,408,100",1406800,4/8/2016,High
"1,406,980","1,404,370","1,408,980",1404980,5/9/2016,Low
"1,406,980","1,397,910","1,409,900",1404060,4/13/2016,Low
"1,408,820","1,403,440","1,414,200",1404980,1/23/2015,High
"1,408,825","1,405,600","1,410,210",1407440,5/10/2016,High
"1,411,290","1,408,060","1,414,510",1411750,6/17/2016,Low
"1,411,745","1,408,980","1,413,590",1409900,4/9/2016,High
"1,411,900","1,408,670","1,415,130",1408670,5/8/2016,Low
"1,413,440","1,408,060","1,414,210",1412670,6/18/2016,High
"1,413,895","1,408,670","1,417,890",1409900,4/12/2016,Low
"1,414,200","1,410,200","1,418,200",1414800,5/6/2016,High
"1,414,665","1,410,210","1,416,660",1412670,5/3/2016,Low
"1,417,125","1,415,130","1,418,200",1416050,5/7/2016,High
"1,417,280","1,415,130","1,418,820",1415740,4/10/2016,High
"1,421,120","1,409,590","1,422,810",1419430,6/15/2016,High
"1,423,120","1,419,120","1,427,120",1419120,4/11/2016,High
"1,423,890","1,418,820","1,428,960",1418820,5/2/2016,Low
"1,427,400","1,423,700","1,431,100",1425300,4/29/2016,High
"1,428,345","1,425,890","1,428,650",1428040,4/30/2016,High
"1,429,270","1,425,580","1,432,650",1425890,5/1/2016,Low
"1,434,650","1,428,960","1,440,340",1438180,6/24/2016,High
"1,462,470","1,459,090","1,465,850",1462470,11/18/2016,Low
"1,463,400","1,460,940","1,465,850",1461240,10/14/2016,Low
"1,464,780","1,462,780","1,466,780",1466160,10/21/2016,High
"1,465,400","1,462,780","1,468,010",1467390,10/7/2016,Low
"1,469,390","1,466,470","1,472,310",1471390,11/25/2016,High
"1,470,310","1,467,080","1,473,540",1470470,11/11/2016,Low
"1,470,620","1,464,930","1,471,080",1470160,11/20/2016,High
"1,471,235","1,466,160","1,472,930",1469540,11/23/2016,Low
"1,473,010","1,470,160","1,475,850",1474770,7/22/2016,Low
"1,476,770","1,472,620","1,477,230",1476310,11/21/2016,High
"1,477,995","1,473,230","1,478,150",1477840,11/12/2016,High
"1,479,070","1,471,080","1,480,300",1477840,11/13/2016,No Change
"1,479,380","1,476,000","1,482,760",1476000,11/22/2016,Low
"1,479,995","1,479,070","1,480,920",1479070,11/16/2016,No Change
"1,481,225","1,475,390","1,483,380",1479070,11/15/2016,High
"1,481,380","1,471,700","1,491,060",1489830,11/26/2016,High
"1,482,145","1,477,540","1,486,450",1477840,11/14/2016,No Change
"1,482,455","1,482,150","1,482,760",1482150,10/26/2016,Low
"1,483,690","1,479,380","1,487,990",1479690,7/15/2016,Low
"1,485,070","1,477,230","1,485,840",1484300,10/25/2016,High
"1,486,300","1,483,990","1,488,600",1487370,10/28/2016,High
"1,487,530","1,475,380","1,499,670",1499060,12/2/2016,High
"1,487,835","1,480,920","1,494,750",1480920,11/30/2016,Low
"1,489,220","1,476,000","1,502,440",1499670,12/31/2016,High
"1,493,830","1,488,910","1,498,750",1492910,7/1/2016,High
"1,497,365","1,494,450","1,498,750",1495980,10/30/2016,Low
"1,497,370","1,489,530","1,497,830",1496910,10/29/2016,High
"1,498,440","1,497,210","1,499,670",1498440,12/16/2016,Low
"1,498,600","1,494,750","1,502,440",1496910,12/9/2016,Low
"1,498,600","1,498,140","1,499,060",1498140,12/5/2016,Low
"1,499,675","1,497,520","1,500,290",1499060,12/17/2016,High
"1,500,440","1,498,440","1,501,820",1499060,12/18/2016,No Change
"1,500,590","1,498,750","1,500,590",1500590,12/7/2016,Low
"1,500,900","1,493,520","1,500,900",1500900,12/6/2016,High
"1,500,905","1,499,670","1,501,520",1500290,12/19/2016,High
"1,503,360","1,501,210","1,505,510",1501210,12/14/2016,Low
"1,503,515","1,501,820","1,504,280",1502750,3/14/2017,Low
"1,503,975","1,500,590","1,504,280",1503670,12/11/2016,High
"1,504,900","1,503,980","1,505,820",1503980,12/21/2016,Low
"1,505,205","1,503,980","1,505,820",1504590,3/13/2017,Low
"1,505,205","1,502,440","1,505,510",1504900,3/11/2017,High
"1,505,210","1,503,360","1,507,050",1505510,8/5/2016,Low
"1,505,515","1,499,370","1,508,590",1502440,12/4/2016,Low
"1,506,435","1,499,060","1,507,050",1505820,10/31/2016,High
"1,506,590","1,503,360","1,509,820",1506740,8/26/2016,Low
"1,507,360","1,500,900","1,513,510",1501210,3/7/2017,Low
"1,507,820","1,502,130","1,513,510",1511970,12/23/2016,High
"1,507,975","1,504,900","1,509,510",1506440,11/7/2016,Low
"1,508,125","1,499,370","1,510,430",1505820,11/28/2016,High
"1,508,280","1,500,590","1,508,590",1507970,1/1/2017,High
"1,508,435","1,506,440","1,510,430",1506440,3/12/2017,High
"1,508,590","1,503,670","1,508,590",1508590,12/20/2016,High
"1,508,590","1,505,510","1,511,660",1507050,8/12/2016,High
"1,509,050","1,505,210","1,509,510",1508590,12/12/2016,High
"1,509,360","1,507,670","1,511,050",1509970,8/19/2016,High
"1,509,670","1,507,360","1,511,970",1511820,9/9/2016,Low
"1,511,080","1,486,450","1,522,780",1500310,3/10/2017,Low
"1,511,355","1,502,750","1,515,660",1507050,12/3/2016,High
"1,511,360","1,495,370","1,527,340",1498440,12/30/2016,Low
"1,511,815","1,505,510","1,512,580",1511050,3/8/2017,High
"1,512,125","1,504,280","1,515,660",1508590,11/6/2016,Low
"1,512,130","1,509,820","1,514,430",1510430,9/30/2016,Low
"1,513,045","1,507,050","1,519,040",1507050,11/2/2016,Low
"1,513,200","1,511,050","1,515,350",1512280,9/16/2016,High
"1,513,665","1,505,820","1,520,890",1506440,1/29/2017,Low
"1,513,810","1,510,430","1,513,810",1513810,12/13/2016,High
"1,513,965","1,508,280","1,515,350",1512580,1/3/2017,Low
"1,513,970","1,507,050","1,520,890",1515040,7/8/2016,High
"1,514,890","1,511,970","1,516,580",1513200,7/10/2017,Low
"1,514,890","1,503,050","1,516,890",1512890,1/2/2017,High
"1,515,040","1,512,280","1,515,040",1515040,5/10/2017,No Change
"1,515,505","1,508,900","1,516,890",1514120,7/9/2017,Low
"1,515,505","1,513,200","1,515,970",1515040,5/9/2017,High
"1,515,540","1,515,390","1,522,780",1515850,7/14/2017,Low
"1,515,660","1,513,200","1,518,120",1517200,7/29/2016,High
"1,516,270","1,512,890","1,518,730",1513810,11/9/2016,Low
"1,516,770","1,513,700","1,520,310",1519700,5/12/2017,High
"1,517,120","1,512,740","1,521,500",1520890,12/24/2016,High
"1,517,200","1,507,360","1,517,200",1517200,1/30/2017,High
"1,517,350","1,515,350","1,519,350",1515660,9/2/2016,High
"1,517,390","1,517,080","1,525,390",1523390,6/16/2017,High
"1,517,500","1,514,740","1,518,730",1516270,7/12/2017,Low
"1,517,965","1,515,660","1,518,730",1517200,7/11/2017,High
"1,517,965","1,515,660","1,518,430",1517500,7/8/2017,High
"1,517,965","1,514,120","1,521,810",1514120,5/8/2017,Low
"1,517,970","1,515,970","1,519,960",1518890,11/4/2016,High
"1,518,270","1,514,120","1,518,730",1517810,7/15/2017,High
"1,518,890","1,504,900","1,520,580",1517200,5/6/2017,High
"1,519,350","1,515,970","1,522,730",1515970,1/31/2017,Low
"1,519,390","1,518,470","1,536,630",1535700,3/17/2017,High
"1,519,500","1,517,500","1,521,190",1517810,5/30/2017,Low
"1,519,660","1,516,270","1,519,660",1519660,7/16/2017,High
"1,519,660","1,517,200","1,519,660",1519660,1/4/2017,High
"1,519,660","1,506,740","1,519,660",1519660,11/1/2016,High
"1,519,810","1,517,200","1,520,270",1519350,7/18/2017,High
"1,519,810","1,517,810","1,521,810",1518430,9/23/2016,High
"1,519,965","1,518,120","1,520,890",1519040,7/17/2017,Low
"1,519,965","1,518,730","1,520,890",1519040,5/13/2017,Low
"1,520,270","1,510,430","1,520,270",1520270,3/15/2017,High
"1,520,275","1,519,040","1,520,890",1519660,5/31/2017,High
"1,520,580","1,515,040","1,521,810",1519350,5/14/2017,High
"1,520,730","1,513,510","1,527,340",1514120,3/6/2017,Low
"1,520,885","1,519,660","1,521,500",1520270,1/28/2017,High
"1,521,040","1,517,200","1,522,420",1519660,6/12/2017,Low
"1,521,345","1,519,350","1,522,420",1520270,6/19/2017,Low
"1,521,850","1,521,850","1,524,310",1523080,6/2/2017,High
"1,521,850","1,521,850","1,532,320",1532010,2/3/2017,High
"1,522,120","1,519,660","1,523,350",1520890,6/20/2017,High
"1,522,425","1,519,350","1,522,730",1522120,5/7/2017,High
"1,522,580","1,518,430","1,523,350",1521810,6/14/2017,Low
"1,522,580","1,516,580","1,528,570",1526110,1/6/2017,High
"1,523,340","1,516,270","1,524,880",1519190,1/27/2017,Low
"1,523,655","1,519,040","1,523,960",1523350,2/1/2017,High
"1,523,700","1,512,930","1,525,550",1515080,7/7/2017,Low
"1,524,270","1,522,730","1,525,500",1523040,6/11/2017,Low
"1,524,470","1,520,160","1,527,090",1522160,6/9/2017,Low
"1,524,620","1,524,620","1,534,320",1527700,7/21/2017,High
"1,524,880","1,521,190","1,528,570",1521190,6/18/2017,Low
"1,524,880","1,520,890","1,528,570",1521190,5/29/2017,Low
"1,526,265","1,523,650","1,526,420",1526110,6/10/2017,High
"1,526,725","1,521,810","1,528,260",1525190,11/5/2016,High
"1,527,805","1,526,730","1,528,880",1526730,1/25/2017,Low
"1,527,960","1,523,650","1,527,960",1527960,6/21/2017,High
"1,528,570","1,525,800","1,530,110",1527030,1/24/2017,Low
"1,529,030","1,519,350","1,529,800",1528260,5/15/2017,High
"1,529,185","1,522,420","1,530,110",1528260,6/13/2017,High
"1,529,185","1,526,420","1,530,110",1528260,1/7/2017,High
"1,529,340","1,523,960","1,530,110",1528570,6/17/2017,High
"1,529,390","1,510,160","1,529,860",1510770,5/5/2017,Low
"1,529,490","1,522,420","1,529,490",1529490,1/21/2017,High
"1,529,490","1,520,270","1,530,110",1520270,1/20/2017,Low
"1,529,650","1,527,030","1,531,650",1527650,7/4/2017,Low
"1,529,700","1,529,390","1,542,780",1537090,6/23/2017,High
"1,529,955","1,526,730","1,530,110",1529800,2/20/2017,High
"1,529,955","1,527,340","1,531,340",1528570,2/19/2017,Low
"1,530,415","1,527,650","1,533,180",1527650,5/28/2017,Low
"1,530,780","1,529,240","1,534,170",1532630,2/17/2017,Low
"1,530,875","1,529,490","1,531,030",1530720,7/5/2017,High
"1,530,880","1,527,030","1,531,650",1530110,2/14/2017,No Change
"1,531,035","1,520,580","1,541,180",1520890,11/8/2016,High
"1,531,340","1,528,880","1,532,570",1530110,2/13/2017,High
"1,531,390","1,528,160","1,536,780",1531390,5/19/2017,Low
"1,531,495","1,530,110","1,531,650",1531340,5/27/2017,High
"1,531,650","1,525,800","1,531,650",1531650,7/22/2017,High
"1,531,955","1,526,420","1,532,570",1531340,1/18/2017,Low
"1,532,415","1,530,110","1,533,180",1531650,5/23/2017,Low
"1,532,470","1,527,850","1,536,780",1529090,5/26/2017,Low
"1,532,725","1,530,110","1,534,110",1531340,5/24/2017,Low
"1,532,725","1,528,880","1,532,880",1532570,1/8/2017,High
"1,532,875","1,530,720","1,533,800",1531950,2/18/2017,Low
"1,532,875","1,527,030","1,538,720",1527030,12/28/2016,Low
"1,533,340","1,529,800","1,536,260",1530420,3/5/2017,Low
"1,533,495","1,531,650","1,534,110",1532880,1/22/2017,High
"1,533,640","1,529,800","1,536,560",1530720,7/3/2017,Low
"1,533,645","1,531,650","1,535,340",1531950,6/7/2017,Low
"1,533,950","1,529,800","1,538,100",1529800,2/12/2017,Low
"1,534,565","1,532,570","1,535,950",1533180,1/23/2017,High
"1,534,720","1,530,420","1,534,720",1534720,2/21/2017,High
"1,534,725","1,532,570","1,535,340",1534110,2/22/2017,Low
"1,534,875","1,534,110","1,535,640",1534110,1/9/2017,High
